latitude,longitude
18.0657127,106.2950622
21.0224968,105.8994108
20.1156107,106.2905011
22.0032474,105.2124462
18.8389536,105.3768659
21.1366997,105.2675438
10.866827,107.9294615
21.4180365,106.7865059
10.2547079,104.678765
21.1198825,106.5243756
14.0299066,108.2036148
21.4524907,107.1843378
10.0093756,105.2509334
21.4530861,105.8080682
14.03625,107.9916184
19.6191948,105.6727723
21.6608982,105.3444511
10.741677,106.7295694
16.4912815,107.5865015
14.9630343,107.9341067
18.9016885,105.55113
11.4122289,107.6483774
10.9995326,106.7077755
21.4903847,105.8747801
18.4787187,105.6434369
11.3047136,106.2979357
20.0733001,106.0562825
20.6654054,105.9468363
10.6231931,106.469728
13.0712002,108.3021993
10.9743376,106.7379862
15.9353614,108.2180706
21.1430925,105.9128544
10.9997173,106.6697443
20.7057705,106.5472609
22.2345631,103.237769
21.3526947,106.6558568
21.3671149,106.3959977
14.8842756,108.0060124
13.8431948,107.9064408
21.1604307,105.0542622
20.6876772,105.3164448
21.2987204,105.5687631
10.9117022,106.7539452
16.0873456,108.0664402
11.4783937,108.7980607
11.6708596,106.2337962
20.3641641,105.8317097
21.1294779,105.5083475
21.238028,106.2617887
21.7028421,105.394911
20.7880229,106.0403353
20.2771973,106.2366566
21.7046291,105.4953843
21.338926,106.1672745
20.984857,105.730737
11.0511789,106.2615199
20.6579277,106.4923386
20.7894984,105.7641578
18.3501482,105.5683517
21.2990724,105.6297117
14.3018835,109.1513963
21.4377788,106.5786172
10.0020092,106.455664
22.4116565,104.7544811
21.3558947,104.0998726
10.3718922,106.3512167
10.8600019,106.6419201
11.4854356,106.0528124
22.5216131,104.4598022
10.8462326,106.6780959
10.344237,105.7280669
21.4055835,106.6717824
13.2919874,109.2377394
21.6238951,105.5634322
11.0443535,106.7312509
10.3593242,106.6032507
11.6570909,108.9608735
21.012607,106.1606365
21.9505467,106.501747
11.3441644,108.8918804
21.0840671,105.1233016
20.8612731,106.396113
12.9967108,109.3043223
21.927091,105.1339661
22.1518589,104.7005647
18.6781536,105.6108471
20.8915581,106.4320822
14.672243,107.8293206
20.9285031,105.7575061
20.748852,106.2936285
10.7859959,107.3237223
10.8817896,106.9046813
21.3807135,103.0281644
11.7264084,106.6198334
9.739882,106.2608386
21.1275631,105.7820423
10.206726,106.3730407
21.1945178,106.1035377
17.7551875,106.3691514
21.3497369,106.6437373
20.5370767,105.350877
21.6136226,105.0332943
19.0054087,105.5053273
8.8647706,104.7944708
10.6339208,106.8242955
11.1191788,106.9209152
11.2253583,108.4831472
14.5935446,107.7224212
18.7584473,105.6259784
10.4102534,106.5965894
11.0280229,106.797511
20.1214536,106.0400206
12.004228,108.9462079
20.4770255,105.7622775
11.5251532,107.7704152
18.7604396,105.7467124
14.4755734,109.0493716
11.3480102,106.4185114
13.0185472,109.1925678
21.7281639,103.3935155
10.8065493,106.8775797
22.0482424,105.2682871
11.6760393,108.1363758
15.5348093,108.0361934
21.0576254,106.643991
13.9029207,109.0001048
21.1096069,105.4104817
21.4173498,106.7808719
22.7918203,105.9745757
15.4961101,108.2986738
21.1826804,106.1776938
21.4889746,105.2921185
21.2684148,106.6104054
21.6775632,105.0140293
20.4004869,106.1479385
20.849999,104.6112035
20.9517962,105.5647114
10.947462,106.8950817
20.7964555,105.9137488
10.2905801,106.1129093
21.1008089,105.9399766
10.3719614,106.7070794
15.2727876,108.0142777
21.3564196,105.0728043
21.8153261,106.6706036
21.0106857,107.2352907
10.4623521,107.2782339
21.3580056,107.5810164
11.4981624,106.8758027
22.1452197,103.0464202
15.9057777,108.2221561
10.3080729,106.1053109
20.733494,104.6299246
21.5983115,105.9467009
10.7281317,106.7331048
21.0353702,105.7881676
18.596549,105.8178381
19.3244448,105.721673
21.0010838,105.658692
10.2233873,105.9891848
19.2644273,105.7035702
9.5543779,105.6178635
10.74652,106.6809504
10.5471517,106.4347806
21.4014918,105.8234051
16.0160567,108.1974551
21.3822042,105.2548948
21.0493026,106.5318006
21.2550442,105.7900183
21.2304821,105.6550388
18.3389221,105.792779
22.5331007,106.5111196
10.9197745,106.6105919
21.440736,105.3400496
20.8811712,106.3380608
20.921886,106.4204851
21.6909004,105.0679696
18.9411019,105.5679649
10.4463339,106.4114422
10.392012,106.3021284
10.376109,106.5126629
22.4970797,103.9777261
21.3125648,106.0970373
11.3139991,106.1031532
21.8384467,105.1665018
22.4953673,104.3487722
22.3152919,103.8659477
10.0451893,105.992405
20.4872333,106.2609285
22.2267546,104.9230117
20.9960505,106.6301974
10.7710058,106.5647731
21.4736201,105.0530512
21.4481151,105.9969427
21.2886271,105.9389935
13.9125982,109.1693515
17.1725022,106.8476094
21.5852854,105.6023881
21.1865713,106.3692816
11.7255641,107.1387684
10.9464938,108.2685777
19.5535364,105.0879362
20.823585,104.7473528
18.4683684,105.7418445
10.0507022,106.654968
21.0542489,105.5498587
10.497479,105.9418089
13.2278149,108.6543252
21.0667469,105.8026135
13.8607519,108.1286819
21.5668541,105.1707765
11.7645462,108.0902071
20.1459002,105.736419
10.4301126,105.4604031
18.7575705,105.6934073
9.4437408,105.8329983
13.9003991,108.1736907
20.7827567,106.0274976
20.9399352,105.7325855
21.1690547,105.7658769
20.9178226,106.5400712
21.3812838,106.1013215
10.9492899,107.9504581
10.5483124,106.574893
22.3112534,103.9644331
11.0163388,106.8560608
11.3891818,106.0067247
18.669678,105.6583473
12.0240186,109.1522585
20.6031853,105.8339184
21.3706124,105.967429
22.0255676,104.0565837
11.313273,106.0450897
20.4456517,106.5964826
15.6194642,108.4551536
18.9542495,105.0388537
10.7979462,106.6269399
10.4720029,107.2111398
21.0813082,105.7670129
11.5180467,106.7958279
11.6388663,106.6025573
20.3670615,106.53489
21.1673768,105.5389246
21.2082743,105.5515437
10.818704,106.8711514
11.2003002,108.2959217
10.1911778,104.0030362
20.5798809,105.4560694
20.2690051,105.120274
19.9604044,105.9034778
11.3604582,107.531417
10.9221461,106.7479937
10.8168971,107.3709344
21.3389745,105.1347922
12.2501901,109.1844013
10.824804,106.6677239
13.9084963,109.0134448
13.9069056,109.0113486
16.0020765,108.1863548
21.3502329,107.6211324
21.1874723,105.6587289
21.085064,106.3507129
14.3397876,107.9994661
22.1384516,105.4145279
10.36986,106.115194
14.9120012,108.9058
19.8858817,105.8817299
21.092065,106.0236498
13.9586003,108.6475639
10.8935078,106.7827955
21.4020905,103.10173
21.3057805,106.280829
21.3908156,105.1508942
11.4691639,106.178659
21.4916001,105.0237983
16.5142194,107.5839156
11.024825,106.9153418
21.629665,105.844211
9.6570581,106.3435412
10.8621606,107.8720421
18.5757819,105.6210627
20.8531447,105.6004277
20.6353927,105.8632564
19.3150038,105.4289403
20.8162844,104.705117
20.3167154,106.0429546
21.7291681,105.7827884
19.7316127,105.8923695
9.5470283,104.8525671
18.1804144,106.1599325
20.9932691,105.8654628
10.7864086,106.7593851
21.0622275,105.800914
17.156691,106.9290948
21.7917767,106.7878675
11.2435034,107.4449906
22.0354937,106.0110826
10.7766461,106.3468106
17.4379652,106.6067992
21.3739695,105.5868104
20.8635368,106.7841494
20.9461102,105.5579065
11.0819437,108.1314716
10.7040556,107.4305656
21.639643,104.2931432
15.1225144,108.8061283
10.1354801,105.169453
21.3487177,106.2628314
21.4115131,105.9690822
10.175372,103.9731798
10.8893598,106.8996672
13.9739427,109.1314841
10.3385032,106.1063714
10.9933434,107.0857888
18.7306857,105.3242936
22.3702537,104.682502
20.6856756,106.2642796
13.1798885,108.6528232
10.7316287,106.7035357
10.9363725,108.1252554
14.3645772,108.0060084
18.5009445,105.5072907
10.7674606,106.6863986
15.7149337,108.3832256
22.3491592,104.2140059
22.8693618,106.1432987
21.4883519,108.039587
11.7525369,108.3844373
11.8216269,107.3017287
20.4652719,106.439548
21.0283968,105.7620158
22.2407668,103.692884
9.8713761,105.7090419
21.2042955,105.7550651
21.2425037,105.1233096
21.630696,107.2666642
21.4787391,105.8509836
8.6887162,104.8680428
21.6948752,106.1115075
21.019209,105.9254622
16.772683,107.1802406
20.5051817,105.9155195
21.2349298,105.8436397
22.1433999,104.2857912
12.2678271,109.2025959
19.810663,105.774951
11.4988694,106.8724385
21.7977634,104.780666
22.0584909,105.2247556
14.4989489,108.0528196
21.0189865,105.8389699
19.2097689,105.6942621
18.4515362,105.4848272
9.0705459,104.8630234
11.2990605,106.242036
21.7119235,105.2089924
11.0794437,106.2694099
21.3254086,105.3126796
20.8182723,106.3048748
10.3708173,106.594689
21.2856301,105.3044094
11.7738972,106.8973714
10.0793703,106.6581226
21.863017,103.8673049
12.256125,109.1824213
21.0253174,105.9214787
11.0085788,108.1374407
21.2902941,105.7122678
18.7206556,105.60624
10.1302663,106.6318085
21.0212955,106.5407007
9.715297,105.2211419
18.6146082,105.5601061
9.8755929,105.126806
20.381648,106.5515538
21.324897,106.3453007
10.8530265,107.300106
15.8281083,108.0757071
10.8848668,106.4888832
21.7425861,105.5535407
18.2076021,105.9437516
21.6930618,104.0021034
13.9596027,108.6419615
21.3459722,106.8429717
21.4371309,105.1482528
21.6217346,105.6134608
17.3132697,106.72569
21.4520709,105.3596579
10.9248692,108.0450869
21.2983998,105.0479235
9.8660623,105.1276526
21.2084933,106.2017734
21.3977103,106.7370701
19.0366906,105.4197422
21.1353927,106.2238934
21.7783935,106.1934963
9.8873956,105.9004328
18.4530177,105.8882704
21.0271982,105.5353787
22.838041,104.9778105
10.9392865,106.8580189
12.7050535,109.2305669
20.5342761,105.9404488
9.5693984,105.9485758
22.2246119,105.3172857
11.1617359,107.290898
10.8513782,106.9684603
16.5306393,107.6169393
12.8678542,108.2578525
11.9690424,107.6368331
21.9338574,103.2306156
11.6159167,109.0607348
21.1884759,106.3534933
13.9680602,107.9947943
10.3604152,104.0738323
20.8892291,106.4008766
10.8308544,106.6108228
18.14315,106.3195413
20.4741949,105.6230441
20.9525088,107.1058899
11.2915411,106.189945
10.8832881,107.4082277
12.8833232,107.7848308
10.9559526,108.2610872
19.6580639,105.3017499
21.5265587,104.6435139
21.5704304,105.0150837
10.6140661,107.2266806
21.6282438,105.8530207
9.3293788,105.0142658
18.2598752,106.0627373
10.2473798,104.0034238
21.0327811,107.1176038
10.4988041,106.5210152
14.983466,108.4529923
