latitude,longitude
18.5784216,105.5538629
18.1746956,106.1138695
11.6236409,106.2728054
21.2299483,105.7512912
19.8521941,105.6369822
11.3319256,106.1071104
21.5403925,105.9415279
18.8794194,105.4932274
21.7994878,105.1999799
21.3247982,105.3779117
10.8273689,107.3353948
9.0770407,105.1759198
14.4399116,109.0194838
20.703052,106.4870693
13.9512565,109.0083326
21.4972845,105.1449185
23.2964953,105.4463079
21.1173882,105.2502984
11.3374452,108.8907055
11.0559038,106.5971929
20.91718,106.7003688
21.1088563,106.5375607
22.0161298,105.0942603
10.0409099,104.0318276
10.4074446,105.734208
14.5863409,108.2785879
10.7462361,106.6524277
21.1912667,105.4874423
20.0147995,105.8984815
13.9792115,108.1867558
20.803009,105.7679558
19.6912483,105.7371715
17.1977514,106.8167478
21.3233254,106.3051955
20.3308357,106.2054407
17.9510839,106.4975963
10.8326197,106.6079928
16.5276986,107.5023934
19.1853993,105.5114776
22.337333,104.7006659
13.2850941,109.2397623
22.692039,105.0443705
18.1955305,106.0302731
21.4230516,106.141366
22.0741925,105.271354
11.137103,108.2056533
13.9395639,108.1040163
10.398736,106.0874782
21.9541026,105.3486139
11.7599309,106.8891817
18.4279956,105.6895173
13.9066736,109.238335
10.9469513,106.7399051
13.6965578,108.0267647
20.8403434,105.6478089
10.3432765,106.0241778
14.3561199,108.0230566
18.9657195,105.447704
14.416133,107.7920486
10.6332446,106.7212062
10.2760966,106.2942052
22.8527297,106.5029226
16.1163774,107.3236732
20.606855,106.1179861
11.5610439,109.0123397
13.1333333,107.8672108
20.0019152,105.6876284
10.9526129,106.7631143
13.7565183,108.1200574
11.2863988,106.8987402
22.8336288,105.7525175
19.9331318,105.525759
21.6557081,104.4784731
21.0895716,105.9134401
21.007495,105.6617753
22.2974698,104.1292693
10.8836558,106.7791311
10.7373289,106.8939339
18.9281755,105.4894634
21.9127633,106.7187627
21.6494474,105.6382036
17.9837176,106.2074975
10.8758835,107.9189218
11.3561784,106.1055413
20.8042058,105.7081385
20.9429725,105.5847971
11.0870991,106.3609209
21.2404399,106.1408499
13.5964224,108.0762893
18.6400203,105.5557524
20.232265,106.0925766
18.3626807,105.9278476
19.855093,105.7922553
21.2521332,103.9738275
11.0691379,107.1847692
11.9700699,108.4752736
21.6103791,105.8850679
10.9664587,108.0166203
11.6605564,106.5991258
21.5383299,105.8499965
20.5299115,106.2690262
10.6955424,106.3851589
20.6001232,106.4094371
20.8944476,106.5172376
13.451233,109.2225165
10.3479877,105.4890141
9.0984823,105.0583103
21.4951922,105.3835524
18.662568,105.6880243
11.7484113,106.7105959
21.8750159,105.5554629
22.1191589,104.3046512
21.0059329,105.9827525
13.948457,108.9044479
21.3163454,105.0371611
10.1258457,105.019793
21.121714,105.6410873
10.811204,106.7073404
21.4630888,105.2652964
21.0670169,106.5935759
10.7555159,106.9316583
14.7393191,109.0433875
21.3062738,106.3490827
20.9983819,106.6340062
13.01752,108.1474346
21.3954333,105.8349761
10.3082554,106.6044711
10.5746177,106.7386416
21.2397712,103.1826416
19.3090955,105.1531962
21.6015386,106.7469715
16.4187334,107.5562391
14.1066181,108.6322921
20.2696442,106.291105
11.3641732,106.599564
10.6143367,106.5114367
19.7665655,105.5497823
19.7552736,105.7621672
15.1368039,108.6961931
10.917927,108.0870419
20.8706139,106.1518243
11.5208015,106.903237
10.5819835,107.5742305
9.3250781,105.5930514
21.4684979,105.0800661
21.4368874,106.5993709
10.1940337,106.6838939
21.6366484,106.4606979
21.5800789,106.5732013
11.5175592,106.9171388
20.8242891,105.4650642
19.7984195,105.7619724
15.8460609,108.0690586
11.7117773,108.8162836
21.5614898,105.8946941
20.7311728,106.5220116
21.5708301,105.2079481
10.0424777,105.838986
10.7377823,107.1211135
10.9670824,106.8361586
20.9675993,105.9950661
10.8420028,107.473859
22.0673723,104.823558
20.4373984,106.2093066
11.3159488,106.1522194
18.3306308,106.031952
22.6674259,106.2388296
21.2520371,103.8416663
19.9562248,105.4233509
20.2518431,106.3881234
21.7370738,106.0376941
21.5924302,105.7068564
21.1304714,105.1473516
22.484903,103.1415367
21.0015943,105.7233119
12.1764195,109.0768664
21.5615969,105.1621078
13.3848324,109.1062592
21.7750241,105.1566334
11.8189826,106.5286936
21.4813262,105.785531
18.1778135,106.1592036
18.8282363,105.2050942
12.0063369,106.8143767
15.8726913,108.0379084
21.0076893,103.4732147
21.4516717,106.0548278
10.8463349,106.6381726
21.5603844,106.6363599
10.7713518,106.4212116
21.2110896,105.7948526
13.5664486,109.0123256
20.6029907,106.1196232
20.625736,105.1196026
15.8782536,108.3400427
22.3831148,103.4855958
11.5954219,106.9691911
10.9401558,106.8855111
21.4318523,105.077658
14.9647021,108.8603792
21.0697787,105.910346
21.1877586,105.2389377
21.1842542,106.3765624
9.8977061,105.0167656
21.4146661,105.0842525
10.7855653,106.6371347
18.3373169,105.9419591
10.9238483,107.4493404
11.0785004,108.1349849
15.0512738,108.7374173
9.2150644,105.0424719
10.3556336,105.1868026
22.4607399,104.8521075
20.9535079,106.005418
20.9881176,105.7633277
15.712295,108.2441991
21.1479071,105.4775235
21.7950146,105.2637689
13.6465113,108.0799931
19.0835428,105.0914671
10.7402152,106.5926828
21.1397633,105.8491082
18.9208291,105.5844696
21.2665839,106.6011223
20.6852716,106.5413627
10.2807006,104.6509636
21.0212312,105.6348485
20.421397,106.3249545
21.4998557,105.9460303
10.969182,108.1599161
11.3445181,106.0986574
20.992222,105.8316456
21.7350326,106.040723
22.4779729,103.1665765
21.6771385,105.8066513
13.8475129,109.0914655
10.7437913,106.7313167
21.2772879,104.4147263
21.5356067,105.0319442
10.4120605,106.436094
10.8926362,106.6708343
21.4079105,105.2559776
10.2667668,106.6221852
21.2494022,106.6051295
20.7913047,106.4297993
10.8566117,106.7004492
10.5119374,105.8856347
21.1616613,105.103535
21.1263699,105.9506468
10.615627,105.3613467
12.7201596,109.2258301
22.6773375,106.2176703
12.2129102,109.0754786
19.9060096,105.7041258
21.6317746,104.7621041
10.8267515,106.6796688
10.5223953,106.1121613
11.3205366,107.3565477
21.5632411,106.1996376
21.4142111,106.1000428
21.0483214,105.8045981
19.9277605,105.7146537
11.2713529,107.5362892
9.2011173,105.5216483
12.9246548,108.3690973
21.0583778,105.720014
21.5361631,106.2905044
11.7963905,106.955357
21.0737225,105.8271308
20.8961464,106.4906663
22.3270008,104.682565
19.6702812,105.6922811
21.0029118,106.9702312
20.374056,106.5118111
10.9515761,106.6856835
17.8092375,106.2287134
21.5395125,105.2602478
21.5138365,106.4180265
10.585892,106.5722597
13.8751913,109.1387573
14.9657234,108.9153189
22.7219823,105.8994725
15.1788774,108.2256174
21.4543286,106.2515336
18.7052937,105.59278
21.3307448,103.8912007
12.6161272,108.0343205
14.6256728,107.927649
18.7381274,105.3203916
11.4981781,106.2712079
20.9826009,105.6193148
11.0549482,106.6820955
9.1441461,105.486289
21.328005,105.3777319
13.8096744,109.1737095
10.2839514,105.4102182
14.0616088,107.9227755
20.70011,105.3042065
21.2852482,105.1281832
11.7891629,108.4197324
11.766205,106.859523
20.1570311,105.5556831
20.6371886,105.9914961
10.2443683,105.9527467
9.8296728,106.4566733
