latitude,longitude
11.3617019,106.0873392
21.2751853,106.4185462
15.8618002,108.2990849
15.8038538,107.88909
21.0160523,106.5501898
11.6400728,106.607905
11.7763469,106.9000478
21.7817254,104.9158106
11.1790264,106.6504108
20.5446392,106.3442035
21.4177233,106.613783
10.9380342,106.709767
21.4720984,107.6994902
21.619397,105.5658017
12.5798051,108.8538108
21.3724637,105.8180357
19.8298734,105.8052841
20.9881374,106.2195325
10.1416919,105.6575269
20.7407408,106.7353884
13.9490017,109.0906575
22.0428995,105.8769594
21.3970504,106.5891972
21.0340304,105.6525135
10.6178526,106.6676814
15.2500152,108.7601161
21.5914881,106.1268729
20.6364159,106.3939419
19.944513,105.3973717
20.7297084,106.5796806
18.4383062,105.8897006
8.8613622,105.0098618
21.0354209,105.8312238
21.3866461,105.4651304
20.3777269,106.0952684
21.2171003,105.7921968
21.5450763,107.9236465
14.1628636,108.1590606
20.8765858,106.6412938
21.1501583,106.1096026
10.7590974,106.6365597
19.8095853,105.6105912
10.9732281,108.1515917
18.1254779,105.7580651
10.8831501,107.2337757
10.7658726,107.3182672
20.8908299,106.2591776
14.0210138,109.0334149
8.6821037,106.607561
21.2495565,106.5894004
17.9769319,106.2047978
10.9063465,107.3093998
10.896556,106.7354178
11.8838098,106.8728223
20.2269395,106.2006283
10.2932389,106.243743
16.0189931,108.1689285
10.8049347,107.2565389
10.043533,105.7465926
11.1437059,107.2199805
13.9970528,109.0448078
21.4409644,106.3271125
21.6128315,105.7641122
15.1456711,108.5830094
10.12629,103.9914961
21.6007607,105.9343113
11.122068,106.3584379
21.1944825,106.3909231
10.4086372,104.900406
21.8347594,105.1973513
22.439493,104.553009
19.8044038,105.7942294
20.8806654,106.0262687
10.2849931,104.6504862
13.7287051,107.8242069
14.4960256,109.0525004
10.2414461,106.3920849
11.5601577,108.8932939
10.4391713,107.271594
11.9317618,109.1530873
11.2207446,107.674048
16.4188839,107.8163736
20.7100602,106.5080726
10.087508,103.9934277
20.2592771,106.2720133
20.5230364,105.9936992
11.0782801,106.5217359
11.5254213,106.879077
20.978824,105.7928971
13.536685,108.2678095
9.1788613,105.6613648
20.7441967,106.3555909
11.0869831,106.5383205
21.511975,104.1952948
18.7413642,105.5426784
19.7950559,105.7643183
20.9736733,106.6681849
15.8409815,108.2823161
15.4541482,107.8238033
13.4681425,108.4432838
20.4394095,106.2084136
21.7259906,106.9476751
21.3021496,105.813446
19.7261629,105.8584897
10.3944024,106.7401163
19.1230296,105.5190307
21.6364243,104.5773031
11.9303481,108.4294158
22.3856174,105.91883
21.5052839,105.276037
20.466723,106.5619996
14.1394159,108.5996
13.8019443,109.1051549
17.7238433,106.4037372
20.5862055,106.3048127
19.5448574,105.7875895
21.940432,106.4177906
11.5437991,106.0143974
10.8420587,107.7890271
15.7414965,108.3047521
16.7937043,107.2499997
20.9205153,105.7073104
10.8826088,107.2386653
18.0591208,106.2677538
14.1590106,109.1520157
19.7893146,105.7493338
15.7491184,108.314622
22.3445219,105.3758703
10.2947736,106.1542582
21.3724933,105.3003583
13.9458249,108.9871779
18.4015952,105.7596329
21.456674,105.961961
20.7898896,105.8269402
21.133017,105.8572519
10.6264683,106.5034309
10.2534894,106.7097822
10.4133605,106.2319402
13.7601399,107.9904261
21.1377954,103.0663933
10.6862085,107.2024752
11.1257049,106.4532468
21.346761,106.4963002
10.2744271,104.7944438
11.7837514,107.0019624
21.9873659,105.0702882
10.766612,106.6543039
18.9961343,105.5497903
20.1357907,105.3959428
20.9151635,105.6147672
21.0390185,105.8769142
22.2217825,104.3294207
21.5080065,105.2134423
18.4246888,105.5187611
11.3491321,107.3710209
15.5090253,108.3766454
21.3221911,103.9575948
10.8671364,107.9358861
16.0590445,108.2350404
21.5806974,103.2033026
20.8504654,106.5265131
11.0614535,106.9318432
18.9033067,105.3077853
21.2501298,105.9423147
13.6566133,107.6917514
21.8610606,106.7634495
10.3046484,106.6423587
20.1234395,105.9390392
17.7077991,106.4821556
9.3726148,104.9970914
10.3274283,105.6080637
