latitude,longitude
20.104926,105.5780655
21.5227284,103.2175612
15.6609488,108.1988027
19.8127758,105.5783707
13.8372085,108.0351207
22.0570326,105.3319761
21.3265065,105.6027022
11.5087164,106.7004043
22.6736824,106.2260252
11.6578125,106.591128
20.996364,105.8463354
20.4037846,106.3907467
21.6787917,106.0465769
10.3864764,106.6903138
21.5566066,105.8295152
20.4050989,106.2979172
21.3314506,105.3839707
18.7206455,105.6497253
21.6932564,105.937029
10.8040186,106.5550435
10.8838931,106.7711419
21.4501834,106.1872162
11.3135106,106.0191843
10.2706988,105.7716935
18.3974976,105.5920431
12.7252693,109.2210223
9.8496683,106.0551055
22.3871861,105.3660651
21.0382956,105.8159742
21.374718,106.1988582
21.0396323,105.7578753
10.9346955,106.8723994
22.1302171,105.2284241
21.3121975,106.3798307
10.860044,106.6888225
13.2218303,108.2089081
20.5787141,106.5928826
15.3218107,108.7056794
21.3448813,105.8253748
22.2516113,104.1579679
21.3271944,105.3673363
21.4931453,106.4591186
10.5498183,105.3757828
21.9701262,102.8681539
21.0519174,103.0649791
20.7663367,106.7215918
14.4352708,109.0177741
13.5877188,109.2115809
13.6087618,108.4163555
20.8491738,106.6536516
13.8462353,109.1726658
22.2402511,105.212939
22.1519409,105.8486085
13.0258954,109.3470541
13.9840047,109.0161934
9.3148721,104.8365823
11.0654641,107.0594593
21.5615695,105.8027326
22.7249048,105.0412441
21.2529969,105.3363025
22.0925119,104.3233609
9.2875202,105.8862951
20.0257407,105.9601087
19.3787312,105.7768106
20.0199923,105.9680629
21.1565911,105.9314015
13.62262,107.9217959
22.2871507,104.697407
21.9040897,103.7845252
18.5005644,105.6128099
10.7690839,106.9624183
21.3875376,104.8684615
12.6179398,108.0227804
15.9794923,108.1616003
21.4445204,105.7882289
10.5355563,107.3933959
21.3315535,106.6529882
20.7480989,106.5005871
20.5689134,106.5656005
10.769457,106.5821135
11.707343,107.1218474
20.9678966,106.2298697
11.5559519,107.8101843
20.1874871,106.2140061
22.1465643,103.0014697
9.8118775,106.2055108
21.4039691,105.1666072
22.12429,106.6562605
21.708853,106.2745647
21.3184416,105.2020476
22.7425127,104.5571797
21.7740408,106.8921474
22.4398499,104.0037261
12.9920332,109.2846998
21.7685796,106.3038878
18.4867513,105.8942004
10.7330505,106.6673201
10.7086114,106.959648
21.3791508,105.4598011
15.9321654,108.2214926
21.6101982,105.2209944
14.0249493,108.0598323
10.4648646,106.52284
21.5035778,105.8605108
20.0228743,105.960031
21.5866864,105.2774511
21.3760375,106.0840321
11.3662844,106.6327567
20.4798707,106.3792121
20.8694324,104.4916883
20.7205796,104.4854937
22.0890374,104.2092839
14.4171176,108.9433023
21.3553189,106.5253372
18.660643,105.4004985
21.156454,105.2652984
21.3649669,105.3718229
9.55017,106.1331144
14.3619295,108.0100799
10.1315023,103.999739
21.3962681,106.529687
9.2417958,104.822412
20.8280845,106.0620732
10.0474845,106.0198342
21.206413,105.5478383
18.2427384,106.1337903
21.1169701,105.934425
11.0291334,106.8973026
13.5890094,109.2508055
20.2481859,105.9695403
22.3582247,104.0922672
20.3975012,105.8994992
10.284785,104.6450488
10.9768427,106.8770462
19.2599972,105.7044672
21.0460881,105.2977563
22.3520393,104.1339353
21.3789136,106.0370015
17.895623,106.460052
11.2448496,107.4453597
21.2859155,105.9665445
21.2119979,105.5163737
10.950048,106.8744126
10.6986418,106.7470399
13.0879043,109.2783801
18.1938113,106.1278573
10.1327131,105.9054337
20.5113869,106.046019
20.266938,104.5706226
10.7435222,106.9047004
10.6688606,106.5712548
20.8678735,104.3920469
22.3994246,105.7885994
11.0473378,106.3926074
11.570942,108.9961526
19.3157119,105.1532981
16.6640126,107.3833235
10.3855958,106.0037045
18.7198376,105.6915443
21.7071628,105.2899613
21.3958111,106.6574179
22.6396325,103.7972456
15.1771166,107.7834727
22.0193587,104.9769643
11.0030982,106.4116518
16.4379113,107.5779597
11.6144236,106.6295007
10.7574676,106.6945195
